School Building Code,School Name,School Type,Address,City,State,Zip,District Name,County,Grade Levels,Number of K-12 (All Grades) Students Enrolled ,Number of K-12 (All Grades) Students Complete,Number of K-12 (All Grades) Students with any Exemption,Number of K-12 (All Grades) Students with Medical Exemption,Number of K-12 (All Grades) Students with Personal Exemption,Number of K-12 (All Grades) Students with Religious Exemption,Number of K-12 (All Grades) Students with Religious Membership Exemption,Number of K-12 (All Grades) Students Exempt for Diphtheria Tetanus,Number of K-12 (All Grades) Students Exempt for Pertussis,Number of K-12 (All Grades) Students Exempt for Polio,Number of K-12 (All Grades) Students Exempt for MMR,Number of K-12 (All Grades) Students Exempt for Hep B,Number of K-12 (All Grades) Students Exempt for Varicella
2898,Naches Valley Middle School,Public School,PO Box 39,Naches,WA,98937,Naches Valley School District,YAKIMA,5-8,423,401,20,3,16,2,1,14,14,9,11,10,7
2897,Naches Valley Primary School,Public School,2700 Old Naches Highway,Yakima,WA,98908,Naches Valley School District,YAKIMA,K -2,287,272,6,1,4,1,0,4,4,3,3,5,3
3288,Napavine Elementary,Public School,PO Box 837,Napavine,WA,98565,Napavine School District,LEWIS,PK-6,419,397,21,5,11,5,0,12,13,13,14,15,15
2273,Napavine Jr Sr High School,Public School,PO Box 357,Napavine,WA,98565,Napavine School District,LEWIS,7-12,364,350,12,4,6,2,0,11,11,8,10,8,0
2868,Naselle Elementary,Public School,793 SR 4,Naselle,WA,98638,Naselle-Grays River Valley School District,PACIFIC,K -5,140,133,7,1,6,0,0,6,6,5,6,4,7
3295,Naselle Jr Sr High Schools,Public School,793 SR 4,Naselle,WA,98638,Naselle-Grays River Valley School District,PACIFIC,6-12,155,150,5,0,5,0,0,4,4,4,3,5,2
2494,Nespelem Elementary,Public School,PO BOX 291,Nespelem,WA,99155,Nespelem School District,OKANOGAN,PK-8,,,,,,,,,,,,,
2518,Newport High School,Public School,P. O. Box 70,Newport,WA,99156,Newport School District,PEND OREILLE,9-12,347,222,33,1,30,2,0,14,12,19,24,17,0
3968,Sadie Halstead Middle School,Public School,P. O. Box 70,Newport,WA,99156,Newport School District,PEND OREILLE,5-8,304,188,61,8,51,2,0,72,71,16,19,18,14
4478,Stratton Elementary,Public School,P. O. Box 70,Newport,WA,99156,Newport School District,PEND OREILLE,PK-4,346,210,73,26,46,1,1,19,19,19,21,20,68
4036,Lake Spokane Elementary,Public School,6015 Hwy 291,Nine Mile Falls,WA,99026,Nine Mile Falls School District,SPOKANE,PK-5,442,369,35,14,21,0,1,16,16,18,19,22,29
4333,Lakeside High School,Public School,5909 Hwy 291,Nine Mile Falls,WA,99026,Nine Mile Falls School District,SPOKANE,9-12,545,480,30,4,23,1,2,21,19,12,15,14,0
4521,Lakeside Middle School,Public School,6169 Highway 291,Nine Mile Falls,WA,99026,Nine Mile Falls School District,SPOKANE,6-8,381,329,22,4,17,0,2,14,13,11,15,11,3
2341,Nine Mile Falls Elementary,Public School,10102 W. Charles Rd,Nine Mile Falls,WA,99026,Nine Mile Falls School District,SPOKANE,K -5,172,149,19,4,15,1,0,9,9,9,9,11,18
4428,Everson Elementary,Public School,216 Everson Goshen Rd.,Everson,WA,98247,Nooksack Valley School District,WHATCOM,PK-5,213,203,5,1,3,1,0,4,4,3,4,3,6
4525,Nooksack Elementary,Public School,3333 Breckenridge Rd.,Everson,WA,98247,Nooksack Valley School District,WHATCOM,PK-5,322,289,17,3,14,0,0,6,6,8,6,10,15
2489,Sumas Elementary,Public School,1024 Lawson St,Sumas,WA,98295,Nooksack Valley School District,WHATCOM,PK-5,197,178,14,3,11,0,0,4,4,3,5,2,12
2459,Nooksack Valley High School,Public School,3326 East Badger Road,Everson,WA,98247,Nooksack Valley School District,WHATCOM,7-12,455,379,27,1,24,2,0,19,15,16,20,17,0
2687,Nooksack Valley Middle School,Public School,404 W. Columbia St.,Everson,WA,98247,Nooksack Valley School District,WHATCOM,6-8,343,261,24,0,24,0,0,18,16,20,17,18,7
3788,North Beach Junior High School,Public School,PO Box 969,Ocean Shores,WA,98569,North Beach School District,GRAYS HARBOR,7-8,98,92,4,1,3,0,0,4,4,3,3,2,0
2728,North Beach Senior High School,Public School,P.O. Box 969,Ocean Shores,WA,98569,North Beach School District,GRAYS HARBOR,9-12,201,185,14,0,13,1,0,11,11,11,10,9,0
3787,Ocean Shores Elementary,Public School,300 Mt. Olympus Way,Ocean Shores,WA,98569,North Beach School District,GRAYS HARBOR,K -6,236,213,18,1,11,6,0,12,12,11,12,13,13
3155,Pacific Beach Elementary School,Public School,P.O. Box H,Pacific Beach,WA,98571,North Beach School District,GRAYS HARBOR,K -6,105,93,8,1,7,0,0,4,4,2,3,2,6
3325,Basin City Elementary,Public School,303 Bailie Blvd,Mesa,WA,99343,North Franklin School District,FRANKLIN,K -6,476,457,9,2,8,0,0,3,3,3,4,1,8
1850,Camp Outlook,Public School,PO Box 829,Connell,WA,99326,North Franklin School District,FRANKLIN,9,11,8,0,0,0,0,0,0,0,0,0,0,0
2918,Connell Elem,Public School,PO Box 829,Connell,WA,99326,North Franklin School District,FRANKLIN,K -6,490,451,7,1,6,0,0,2,2,2,3,0,6
3272,Connell High School,Public School,PO Box 829,Connell,WA,99326,North Franklin School District,FRANKLIN,9-12,586,576,7,0,7,0,0,6,6,2,2,2,0
3086,Mesa Elementary,Public School,600 W PEPIOT,Mesa,WA,99343,North Franklin School District,FRANKLIN,K -6,159,128,16,0,16,0,0,8,8,9,12,6,13
1754,Palouse Junction High School,Public School,PO Box 829,Connell,WA,99326,North Franklin School District,FRANKLIN,9-12,29,25,0,0,0,0,0,0,0,0,0,0,0
2198,Robert L Olds Junior High School,Public School,PO Box 829,Connell,WA,99326,North Franklin School District,FRANKLIN,7-8,309,300,6,0,6,0,0,6,5,6,5,5,0
8816,Silverwood School,Private School,14000 Central Valley Rd NW,Poulsbo,WA,98370,North Kitsap School District,KITSAP,1-6,54,46,2,0,2,0,0,2,2,2,2,2,2
8301,West Sound Academy,Private School,16571 Creative Dr NE,Poulsbo,WA,98370,North Kitsap School District,KITSAP,6-12,89,87,2,0,2,0,0,2,2,2,2,2,2
8341,Gateway Christian Schools,Private School,705 NE Lincoln Rd,Poulsbo,WA,98370,North Kitsap School District,KITSAP,P-6,,,,,,,,,,,,,
801J,Martha & Mary Children's Learning Center,Private School,19282 Front St NE,Poulsbo,WA,98370,North Kitsap School District,KITSAP,P-1,,,,,,,,,,,,,
8874,Poulsbo SDA School,Private School,1700 Lincoln Rd NE  Suite 1,Poulsbo,WA,98370,North Kitsap School District,KITSAP,1-8,16,7,4,0,3,1,0,4,4,4,4,4,4
2798,David Wolfle Elementary,Public School,27089 HIGHLAND RD NE,Kingston,WA,98346,North Kitsap School District,KITSAP,PK-5,333,307,23,3,20,0,0,13,15,10,12,9,16
2854,Hilder Pearson Elementary,Public School,15650 CENTRAL VALLEY RD NW,Poulsbo,WA,98370,North Kitsap School District,KITSAP,K -5,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,Kingston High School,Public School,26201 Siyaya Avenue NE,Kingston,WA,98346,North Kitsap School District,KITSAP,9-12,895,801,60,6,51,3,0,31,30,25,26,34,0
4359,Kingston Middle School,Public School,9000 W KINGSTON RD,Kingston,WA,98346,North Kitsap School District,KITSAP,6-8,567,526,32,3,28,1,0,20,20,19,20,19,10
3126,Middle School Options,Public School,26331 BARBER CUT OFF ROAD NE,Kingston,WA,97346,North Kitsap School District,KITSAP,6-8,35,19,9,0,8,1,0,8,8,8,7,8,2
3236,North Kitsap High School,Public School,1780 NE HOSTMARK,Poulsbo,WA,98370,North Kitsap School District,KITSAP,9-12,1152,1054,61,6,54,2,0,49,42,33,37,37,0
1733,PAL Program,Public School,1845 NE HOSTMARK ST,Poulsbo,WA,98370,North Kitsap School District,KITSAP,K -8,52,38,5,0,5,0,0,3,3,2,3,2,3
2026,Poulsbo Elementary School,Public School,18531 NOLL RD NE,Poulsbo,WA,98370,North Kitsap School District,KITSAP,PK-5,540,454,43,7,34,2,0,22,23,21,24,24,34
2476,Poulsbo Middle School,Public School,2003 NE HOSTMARK,Poulsbo,WA,98370,North Kitsap School District,KITSAP,6-8,810,742,51,6,44,1,0,38,35,33,38,36,12
4467,Richard Gordon Elementary,Public School,26331 BARBER CUT-OFF RD NE,Kingston,WA,98346,North Kitsap School District,KITSAP,K -5,443,377,48,6,41,1,0,29,29,30,29,32,41
4461,Vinland Elementary,Public School,22104 RHODODENDRON LN NW,Poulsbo,WA,98370,North Kitsap School District,KITSAP,K -5,593,540,39,6,33,0,0,23,24,22,22,25,35
3391,Suquamish Elementary School,Public School,18950 PARK AVE NE,Suquamish,WA,98392,North Kitsap School District,PIERCE,K -5,412,343,52,8,41,3,0,28,28,32,30,26,37
2662,Belfair Elementary,Public School,NE 22900 Hwy 3,Belfair,WA,98528,North Mason School District,MASON,K -5,487,453,32,3,26,3,0,16,16,16,15,13,25
3174,Hawkins Middle School,Public School,300 E. Campus Dr.,Belfair,WA,98528,North Mason School District,MASON,6-8,443,414,26,3,23,0,0,19,19,12,13,12,6
1861,North Mason Homelink Program,Public School,71 East Campus Dr.,Belfair,WA,98528,North Mason School District,MASON,K -12,53,41,10,0,4,5,1,9,9,8,8,7,3
3175,North Mason Senior High School,Public School,200 E. Campus Dr.,Belfair,WA,98528,North Mason School District,MASON,9-12,722,668,45,4,40,4,0,30,30,19,26,27,0
1680,PACE Academy (OPTIONS),Public School,71 E. Campus Dr.,Belfair,WA,98528,North Mason School District,MASON,9-12,52,49,3,0,3,0,0,1,1,0,2,0,0
4320,Sand Hill Elementary,Public School,NE 791 Sand Hill Rd.,Belfair,WA,98528,North Mason School District,MASON,K -5,402,369,25,2,20,3,0,14,14,12,15,13,22
2292,North River School,Public School,2867 North River Rd,Cosmopolis,WA,98537,North River School District,GRAYS HARBOR,PK-12,51,36,2,0,2,0,0,2,2,1,1,1,1
802Q,Capital Montessori School,Private School,730Lilly Rd SE,Olympia,WA,98501,North Thurston Public Schools,THURSTON,PK-1,24,23,5,0,3,2,0,5,5,5,5,5,5
8311,Community Christian Academy,Private School,4706 Park Center Ave NE,Lacey,WA,98516,North Thurston Public Schools,THURSTON,P-8,197,184,9,0,9,0,0,7,7,7,8,7,8
8340,Holy Family School,Private School,2606 Carpenter Rd SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,P-8,71,64,1,0,1,0,0,1,1,1,1,1,1
8174,Northwest Christian High School,Private School,4710 Park Center Ave NE,Lacey,WA,98516,North Thurston Public Schools,THURSTON,9-12,117,110,7,0,7,0,0,7,7,7,7,8,7
800Z,Pope John Paul II High School,Private School,5608 Pacific Ave SE                     ,Lacey,WA,98509,North Thurston Public Schools,THURSTON,9-12,74,74,0,0,0,0,0,0,0,0,0,0,0
8482,Faith Lutheran School,Private School,7075 Pacific Ave SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,P-6,,,,,,,,,,,,,
803H,Paramount Christian Academy,Private School,3816 College St SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,P-1,,,,,,,,,,,,,
3361,Chinook Middle School,Public School,4301 6th Ave NE,Lacey,WA,98516,North Thurston Public Schools,THURSTON,7-8,935,789,45,6,40,1,0,33,30,33,34,34,7
4408,Horizons Elementary,Public School,4601 67th Ave SE,Lacey,WA,98513,North Thurston Public Schools,THURSTON,K -6,726,540,30,8,21,2,0,14,14,19,18,11,26
4409,Komachin Middle School,Public School,3650 College St SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,7-8,804,721,22,2,18,2,0,19,18,11,13,10,0
3653,Lacey Elementary,Public School,1800 Homann Dr SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,K -6,458,396,21,6,15,0,0,15,15,15,16,14,19
3262,Lydia Hawk Elementary,Public School,7600 5th Ave SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,PK-6,464,359,18,4,14,0,0,10,10,9,10,10,15
4255,Meadows Elementary,Public School,836 Deerbrush Dr SE,Lacey,WA,98513,North Thurston Public Schools,THURSTON,K -6,442,313,17,6,11,0,0,10,11,9,12,8,14
3611,Nisqually Middle School,Public School,8100 Steilacoom Rd SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,7-8,580,522,11,1,10,0,0,7,6,6,6,4,0
4271,Pleasant Glade Elementary,Public School,1920 Abernethy Rd NE,Lacey,WA,98516,North Thurston Public Schools,THURSTON,PK-6,503,408,21,6,14,0,1,10,10,10,9,13,15
4427,River Ridge High School,Public School,350 River Ridge Drive SE,Lacey,WA,98513,North Thurston Public Schools,THURSTON,9-12,1091,1026,48,4,43,1,0,36,32,20,37,27,0
4314,South Sound High School,Public School,411 College St NE,Lacey,WA,98516,North Thurston Public Schools,THURSTON,9-12,159,143,2,0,2,0,0,2,2,0,1,1,0
3710,Timberline High School,Public School,6120 Mullen Rd SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,9-12,1684,1487,52,5,44,5,0,41,36,22,28,27,0
5168,Aspire Middle School,Public School,5900 54th Ave SE,Lacey,WA,98513,North Thurston Public Schools,THURSTON,6-8,308,280,17,1,15,1,0,9,9,8,7,6,1
5167,Chambers Prairie Elementary School,Public School,6501 Virginia St SE,Lacey,WA,98513,North Thurston Public Schools,THURSTON,K -6,588,523,4,12,12,0,0,8,8,8,9,10,10
4058,Evergreen Forest Elementary,Public School,3025 Marvin Rd SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,PK-6,584,547,14,4,10,0,0,6,6,6,8,7,12
3010,North Thurston High School,Public School,600 Sleater Kinney Rd NE,Lacey,WA,98506,North Thurston Public Schools,THURSTON,9-12,1495,1376,57,4,52,1,0,44,40,29,35,27,0
4368,Seven Oaks Elementary,Public School,1800 Seven Oaks Dr SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,PK-6,619,573,20,5,14,0,1,7,7,12,13,14,14
2754,South Bay Elementary,Public School,3845 Sleater Kinney Rd NE,Lacey,WA,98506,North Thurston Public Schools,THURSTON,K -6,577,529,35,8,26,1,0,22,22,20,22,23,25
8407,Wa He Lut Indian School,Public School,11110 Connie Ave SE,Olympia,WA,98513,North Thurston Public Schools,THURSTON,K -8,,,,,,,,,,,,,
4122,Woodland Elementary,Public School,4630 Carpenter Rd SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,K -6,,,,,,,,,,,,,
3539,Lakes Elementary School,Public School,6211 Mullen Rd SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,PK-6,726,531,36,1,32,3,0,17,17,23,19,26,25
3130,Mountain View Elementary,Public School,1900 College St SE,Lacey,WA,98503,North Thurston Public Schools,THURSTON,PK-6,617,508,22,2,17,3,0,14,14,14,14,14,19
3709,Olympic View Elementary,Public School,1330 Horne Ave NE,Lacey,WA,98516,North Thurston Public Schools,THURSTON,K -6,667,606,18,2,15,1,0,8,8,10,11,11,12
2062,Northport Elementary School,Public School,PO Box 1280,Northport,WA,99157,Northport School District,STEVENS,K -8,,,,,,,,,,,,,
2958,Northport High School,Public School,PO Box 1280,Northport,WA,99157,Northport School District,STEVENS,9-12,,,,,,,,,,,,,
5252,Northport Homelink Program,Public School,PO Box 1280,Northport,WA,99157,Northport School District,STEVENS,K-12,,,,,,,,,,,,,
8875,Bellevue Christian Mack Elementary,Private School,18250 168th Pl NE,Woodinville,WA,98072,Northshore School District,KING,P-6,224,203,21,1,20,0,0,11,11,12,14,14,16
8766,Chrysalis School (9-12),Private School,18720 142nd Ave NE,Woodinville,WA,98072,Northshore School District,KING,9-12,166,137,10,4,6,0,0,10,10,10,10,10,10
8673,Evergreen Academy,Private School,16017 118th Pl NE,Bothell,WA,98011,Northshore School District,KING,K-6,168,151,9,1,8,0,0,4,4,3,4,6,8
8561,Heritage Christian Academy,Private School,19527 104th Ave NE,Bothell,WA,98011,Northshore School District,KING,P-9,146,132,14,0,14,0,0,4,5,5,5,6,10
8113,St. Brendan School,Private School,10049 NE 195th St,Bothell,WA,98011,Northshore School District,KING,P-8,230,228,2,2,0,0,0,0,0,0,0,2,0
8856,Woodinville Montessori School,Private School,19102 N Creek Parkway,Bothell,WA,98011,Northshore School District,KING,P-9,244,190,36,3,34,0,0,15,15,21,21,28,25
1446,Brock's Academy,Private School,17907 145th PL NE               ,Woodinville,WA,98072,Northshore School District,KING,K-12,,,,,,,,,,,,,
8771,Cedar Park Christian Schools,Private School,16300 112th Ave NE,Bothell,WA,98011,Northshore School District,KING,P-12,985,873,112,9,103,0,0,62,62,66,70,59,68
8897,Chrysalis School (K-8),Private School,17005 140th Ave NE,Woodinville,WA,98072,Northshore School District,KING,K-8,,,,,,,,,,,,,
801R,Dolan Academy & Learning Center,Private School,18500 156th Ave NE,Woodinville,WA,98072,Northshore School District,KING,K-8,,,,,,,,,,,,,
1484,Northwest Liberty School,Private School,13120 NE 177th Pl  A-104,Woodinville,WA,98072,Northshore School District,KING,9-12,,,,,,,,,,,,,
8372,The Clearwater School,Private School,1510 196th St SE,Bothell,WA,98012,Northshore School District,KING,P-12,,,,,,,,,,,,,
801O,UCiC School,Private School,3727 240th St SE,Bothell,WA,98021,Northshore School District,KING,P-3,,,,,,,,,,,,,
8876,Whole Earth Montessori School,Private School,2930 228th St SE,Bothell,WA,98021,Northshore School District,KING,P-12,,,,,,,,,,,,,
OICP28,Creative Montessori,Private School,14944 Juanita Dr NE,Kenmore,WA,98028,Northshore School District,KING,K,11,7,0,0,0,0,0,0,0,0,0,0,0
8933,Dartmoor School--Bellevue ,Private School,13401 Bel Red Road,Bellevue,WA,98005,Northshore School District,KING,1-12,16,16,0,0,0,0,0,0,0,0,0,0,0
8261,Dartmoor School--Woodinville,Private School,17305 139th Ave NE,Woodinville,WA,98072,Northshore School District,KING,1-12,9,9,0,0,0,0,0,0,0,0,0,0,0
3107,Arrowhead Elementary,Public School,6725 NE Arrowhead DR,Kenmore,WA,98028,Northshore School District,KING,K -6,404,359,37,6,30,1,0,25,24,25,31,27,30
4305,Bear Creek Elementary,Public School,18101 Avondale RD NE,Woodinville,WA,98077,Northshore School District,KING,K -6,467,445,21,1,20,0,0,10,10,12,12,15,16
3106,Bothell High School,Public School,9130 NE 180 ST,Bothell,WA,98011,Northshore School District,KING,10-12,1573,1504,60,9,51,0,0,41,40,41,44,37,0
4017,Canyon Creek Elementary,Public School,21400 35 AV SE,Bothell,WA,98021,Northshore School District,KING,K -6,755,721,32,10,21,0,1,16,16,17,21,23,24
3493,Canyon Park Jr High,Public School,23723 23 AV SE,Bothell,WA,98021,Northshore School District,KING,7-9,803,764,38,4,34,0,0,32,29,25,23,26,0
3234,Cottage Lake Elementary,Public School,15940 Avondale RD NE,Woodinville,WA,98077,Northshore School District,KING,PK-6,322,298,21,0,20,1,0,9,9,13,12,14,17
3105,Crystal Springs Elementary,Public School,21615 9 AV SE,Bothell,WA,98021,Northshore School District,KING,K -6,649,610,34,17,16,1,0,16,16,18,19,20,19
4379,East Ridge Elementary,Public School,22150 NE 156 PL,Woodinville,WA,98077,Northshore School District,KING,K -6,353,327,18,3,15,0,0,8,7,8,10,11,17
4306,Fernwood Elementary,Public School,3933 Jewell RD,Bothell,WA,98012,Northshore School District,KING,K -6,710,693,16,1,15,0,0,6,5,5,7,7,11
4124,Hollywood Hill Elementary,Public School,17110 148 AV NE,Woodinville,WA,98072,Northshore School District,KING,K -6,345,302,37,1,34,2,0,20,19,20,23,25,28
3492,Inglemoor High School,Public School,15500 Simonds RD NE,Kenmore,WA,98028,Northshore School District,KING,10-12,1621,1505,89,17,68,4,0,49,45,52,48,63,0
2993,Kenmore Elementary,Public School,19121 71 AV NE,Kenmore,WA,98028,Northshore School District,KING,K -6,504,469,22,3,19,0,0,12,10,12,13,10,19
3345,Kenmore Junior High,Public School,20323 66 AV NE,Kenmore,WA,98028,Northshore School District,KING,7-9,686,651,34,5,28,1,0,22,21,24,25,27,0
4455,Kokanee Elementary,Public School,23710 57 AV SE,Woodinville,WA,98072,Northshore School District,KING,K -6,667,623,43,5,37,1,0,30,29,31,33,35,33
3790,Leota Junior High,Public School,19301 168 AV NE,Woodinville,WA,98072,Northshore School District,KING,7-9,702,649,40,5,33,2,0,28,28,24,25,22,0
3390,Lockwood Elementary,Public School,24118 Lockwood RD,Bothell,WA,98021,Northshore School District,KING,K -6,533,479,52,4,47,1,0,33,32,36,39,37,43
3344,Maywood Hills Elementary,Public School,19510 104 AV NE,Bothell,WA,98011,Northshore School District,KING,K -6,579,527,45,5,37,2,1,24,24,26,26,33,30
3442,Moorlands Elementary,Public School,15115 84 AV NE,Kenmore,WA,98028,Northshore School District,KING,K -6,639,580,48,16,32,0,0,22,22,26,28,31,37
4021,Northshore Junior High,Public School,12101 NE 160 ST,Bothell,WA,98011,Northshore School District,KING,7-9,676,636,37,4,33,0,0,26,19,16,17,23,0
1814,Northshore Networks,Public School,3330 Monte Villa Parkway,Bothell,WA,98021,Northshore School District,KING,K -12,167,89,23,1,21,1,0,16,16,16,19,16,6
1815,Northshore Special Services,Public School,3330 Monte Villa Parkway,Bothell,WA,98021,Northshore School District,KING,PK-12,14,7,1,0,1,0,0,1,1,1,1,0,0
3811,Secondary Academy for Success,Public School,22107 23rd Dr SE,Bothell,WA,98021,Northshore School District,KING,7-12,128,105,12,1,11,0,0,5,5,4,7,7,0
3679,Shelton View Elementary,Public School,23400 5 AV W,Bothell,WA,98021,Northshore School District,KING,K -6,512,467,34,3,30,0,1,13,12,13,14,25,26
4371,Skyview Junior High School,Public School,21404 35 AV SE,Bothell,WA,98021,Northshore School District,KING,7-9,938,895,43,11,29,3,0,33,29,25,27,29,0
4187,Sunrise Elementary,Public School,14075 172 AV NE,Redmond,WA,98052,Northshore School District,KING,K -6,303,275,25,2,23,0,0,11,11,11,13,15,11
4516,Timbercrest Junior High,Public School,19115 215 WY NE,Woodinville,WA,98077,Northshore School District,KING,7-9,840,777,55,5,49,1,0,35,34,25,35,35,0
4069,Wellington Elementary,Public School,16501 NE 195 ST,Woodinville,WA,98072,Northshore School District,KING,K -6,544,513,29,3,25,0,1,14,13,16,16,19,21
3287,Westhill Elementary,Public School,19515 88 AV NE,Bothell,WA,98011,Northshore School District,KING,K -6,506,446,34,5,29,0,0,18,18,19,19,23,26
3749,Woodin Elementary,Public School,12950 NE 195 ST,Bothell,WA,98011,Northshore School District,KING,PK-6,587,532,30,4,24,1,1,23,23,24,26,26,27
3396,Woodinville Community Center,Public School,14521 124th Ave NE,Kirkland,WA,98034,Northshore School District,KING,9-12,6,0,0,0,0,0,0,0,0,0,0,0,0
4208,Woodinville High School,Public School,19819 136 NE,Woodinville,WA,98072,Northshore School District,KING,10-12,1369,1269,85,13,71,1,0,52,51,43,36,42,0
4377,Woodmoor Elementary,Public School,12225 NE 160,Bothell,WA,98011,Northshore School District,KING,K -6,861,795,51,8,41,1,1,35,35,31,38,35,38
4355,Frank Love Elementary,Public School,303 224th St SW,Bothell,WA,98021,Northshore School District,KING,K-5,,,,,,,,,,,,,
