"school_year"	"school_code"	"school_name"	"school_type"	"school_city"	"school_state"	"school_zip"	"school_county"	"school_district"	"district_code"	"grade_levels"	"reported"	"enrolled"	"total_exemptions"	"medical_exempt"	"personal_exempt"	"religious_exempt"	"exempt_DTTd"	"exempt_pertussis"	"exempt_polio"	"exempt_MMR"	"exempt_hepB"	"exempt_varicella"	"percent_exempt_DTTd"	"percent_exempt_pertussis"	"percent_exempt_polio"	"percent_exempt_MMR"	"percent_exempt_hepB"	"percent_exempt_varicella"	"percent_exempt"
"5028"	"2013"	"2111"	"Jefferson Elementary"	"Public School"	"Spokane"	"WA"	"99203"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	629	86	5	77	3	51	51	55	55	65	64	8.11	8.11	8.74	8.74	10.33	10.17	13.67
"5029"	"2013"	"2172"	"Lewis & Clark High School"	"Public School"	"Spokane"	"WA"	"99204"	"SPOKANE"	"Spokane School District"	32081	"9-12"	"Yes"	1886	152	16	134	NA	110	110	71	82	76	71	5.83	5.83	3.76	4.35	4.03	3.76	8.06
"5030"	"2013"	"2401"	"Libby Center"	"Public School"	"Spokane"	"WA"	"99202"	"SPOKANE"	"Spokane School District"	32081	"5-8"	"Yes"	327	25	6	18	NA	12	12	13	13	16	20	3.67	3.67	3.98	3.98	4.89	6.12	7.65
"5031"	"2013"	"2952"	"Lidgerwood Elementary"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"K -6"	"Yes"	371	18	2	15	NA	13	13	12	10	8	14	3.5	3.5	3.23	2.7	2.16	3.77	4.85
"5032"	"2013"	"2951"	"Lincoln Heights Elementary"	"Public School"	"Spokane"	"WA"	"99223"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	514	43	NA	40	3	34	34	35	34	33	41	6.61	6.61	6.81	6.61	6.42	7.98	8.37
"5033"	"2013"	"3190"	"Linwood Elementary"	"Public School"	"Spokane"	"WA"	"99208"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	395	19	1	14	4	13	13	13	14	12	16	3.29	3.29	3.29	3.54	3.04	4.05	4.81
"5034"	"2013"	"3719"	"Logan Elementary"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	456	21	4	12	NA	13	13	12	11	10	14	2.85	2.85	2.63	2.41	2.19	3.07	4.61
"5035"	"2013"	"3718"	"Longfellow Elementary"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"K -6"	"Yes"	557	21	NA	19	NA	13	13	11	13	12	18	2.33	2.33	1.97	2.33	2.15	3.23	3.77
"5036"	"2013"	"2708"	"Madison Elementary"	"Public School"	"Spokane"	"WA"	"99205"	"SPOKANE"	"Spokane School District"	32081	"K -6"	"Yes"	344	15	2	11	NA	9	9	11	10	10	9	2.62	2.62	3.2	2.91	2.91	2.62	4.36
"5037"	"2013"	"4389"	"Moran Prairie Elementary"	"Public School"	"Spokane"	"WA"	"99223"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	483	25	6	18	2	13	13	11	11	15	17	2.69	2.69	2.28	2.28	3.11	3.52	5.18
"5038"	"2013"	"4035"	"Mullan Road Elementary"	"Public School"	"Spokane"	"WA"	"99223"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	549	32	6	25	2	24	24	25	25	23	29	4.37	4.37	4.55	4.55	4.19	5.28	5.83
"5039"	"2013"	"4191"	"NEWTECH Skills Center"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"9-12"	"Yes"	430	2	NA	2	NA	2	2	1	1	1	1	0.47	0.47	0.23	0.23	0.23	0.23	0.47
"5040"	"2013"	"2106"	"North Central High School"	"Public School"	"Spokane"	"WA"	"99205"	"SPOKANE"	"Spokane School District"	32081	"9-12"	"Yes"	1237	67	6	60	NA	46	46	32	30	34	36	3.72	3.72	2.59	2.43	2.75	2.91	5.42
"5041"	"2013"	"2096"	"Regal Elementary"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"K -6"	"Yes"	451	11	1	11	NA	5	5	6	3	4	9	1.11	1.11	1.33	0.67	0.89	2	2.44
"5042"	"2013"	"2950"	"Ridgeview Elementary"	"Public School"	"Spokane"	"WA"	"99205"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	392	20	12	5	3	9	9	8	9	8	20	2.3	2.3	2.04	2.3	2.04	5.1	5.1
"5043"	"2013"	"2479"	"Rogers High School"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"9-12"	"Yes"	1500	68	9	57	NA	48	48	33	35	35	28	3.2	3.2	2.2	2.33	2.33	1.87	4.53
"5044"	"2013"	"2086"	"Roosevelt Elementary"	"Public School"	"Spokane"	"WA"	"99204"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	468	21	3	18	NA	14	14	14	15	17	17	2.99	2.99	2.99	3.21	3.63	3.63	4.49
"5045"	"2013"	"3356"	"Sacajawea Middle School"	"Public School"	"Spokane"	"WA"	"99203"	"SPOKANE"	"Spokane School District"	32081	"7-8"	"Yes"	825	82	14	68	3	40	40	32	35	52	46	4.85	4.85	3.88	4.24	6.3	5.58	9.94
"5046"	"2013"	"4286"	"Sacred Heart Hospital"	"Public School"	"Spokane"	"WA"	"99204"	"SPOKANE"	"Spokane School District"	32081	"3-12"	"No"	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5047"	"2013"	"3413"	"Salk Middle School"	"Public School"	"Spokane"	"WA"	"99208"	"SPOKANE"	"Spokane School District"	32081	"7-8"	"Yes"	731	56	8	43	5	38	38	28	32	28	34	5.2	5.2	3.83	4.38	3.83	4.65	7.66
"5048"	"2013"	"1698"	"SCCP Images"	"Public School"	"Spokane"	"WA"	"99217"	"SPOKANE"	"Spokane School District"	32081	"12-12"	"Yes"	32	3	NA	3	NA	2	2	2	2	2	2	6.25	6.25	6.25	6.25	6.25	6.25	9.38
"5049"	"2013"	"3189"	"Shadle Park High School"	"Public School"	"Spokane"	"WA"	"99205"	"SPOKANE"	"Spokane School District"	32081	"9-12"	"Yes"	1409	80	7	67	7	55	55	36	41	43	42	3.9	3.9	2.56	2.91	3.05	2.98	5.68
"5050"	"2013"	"3257"	"Shaw Middle School"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"7-8"	"Yes"	596	40	7	31	3	29	29	22	22	22	21	4.87	4.87	3.69	3.69	3.69	3.52	6.71
"5051"	"2013"	"2110"	"Sheridan Elementary"	"Public School"	"Spokane"	"WA"	"99202"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	457	20	2	12	NA	13	13	14	14	11	20	2.84	2.84	3.06	3.06	2.41	4.38	4.38
"5052"	"2013"	"2108"	"Stevens Elementary"	"Public School"	"Spokane"	"WA"	"99202"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	540	25	4	20	NA	12	12	9	10	8	17	2.22	2.22	1.67	1.85	1.48	3.15	4.63
"5053"	"2013"	"3063"	"Westview Elementary"	"Public School"	"Spokane"	"WA"	"99205"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	400	20	2	14	NA	15	15	14	14	12	19	3.75	3.75	3.5	3.5	3	4.75	5
"5054"	"2013"	"2191"	"Whitman Elementary"	"Public School"	"Spokane"	"WA"	"99207"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	573	17	6	10	NA	7	7	4	8	4	12	1.22	1.22	0.7	1.4	0.7	2.09	2.97
"5055"	"2013"	"2109"	"Willard Elementary"	"Public School"	"Spokane"	"WA"	"99205"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	595	39	3	32	NA	28	28	26	26	23	30	4.71	4.71	4.37	4.37	3.87	5.04	6.55
"5056"	"2013"	"2296"	"Wilson Elementary"	"Public School"	"Spokane"	"WA"	"99203"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	372	36	2	34	NA	19	19	21	19	24	32	5.11	5.11	5.65	5.11	6.45	8.6	9.68
"5057"	"2013"	"4192"	"Woodridge Elementary"	"Public School"	"Spokane"	"WA"	"99208"	"SPOKANE"	"Spokane School District"	32081	"PK-6"	"Yes"	415	21	2	19	NA	15	15	12	14	9	18	3.61	3.61	2.89	3.37	2.17	4.34	5.06
"5058"	"2013"	"3050"	"Sprague Elementary"	"Public School"	"Sprague"	"WA"	"99032"	"LINCOLN"	"Sprague School District"	22008	"K -4"	"Yes"	42	3	1	2	0	3	3	3	3	3	3	7.14	7.14	7.14	7.14	7.14	7.14	7.14
"5059"	"2013"	"2186"	"Sprague High School"	"Public School"	"Sprague"	"WA"	"99032"	"LINCOLN"	"Sprague School District"	22008	"9-12"	"Yes"	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5060"	"2013"	"3069"	"St. John Elementary"	"Public School"	"Saint John"	"WA"	"99171"	"WHITMAN"	"St. John School District"	38322	"K -6"	"Yes"	86	5	0	5	0	3	3	4	4	3	5	3.49	3.49	4.65	4.65	3.49	5.81	5.81
"5061"	"2013"	"3068"	"St. John/Endicott High"	"Public School"	"Saint John"	"WA"	"99171"	"WHITMAN"	"St. John School District"	38322	"9-12"	"Yes"	83	7	0	7	0	7	7	2	2	2	2	8.43	8.43	2.41	2.41	2.41	2.41	8.43
"5062"	"2013"	"800K"	"Summit Academy"	"Private School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"K-6"	"Yes"	20	4	0	4	0	3	3	4	4	4	4	15	15	20	20	20	20	20
"5063"	"2013"	"8468"	"Cedarhome Adventist Christian School"	"Private School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"1-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5064"	"2013"	"4553"	"Elger Bay Elementary"	"Public School"	"Camano Island"	"WA"	"98282"	"ISLAND"	"Stanwood-Camano School District"	31401	"K -5"	"Yes"	306	31	5	27	0	18	18	20	23	19	28	5.88	5.88	6.54	7.52	6.21	9.15	10.13
"5065"	"2013"	"4551"	"Utsalady Elementary"	"Public School"	"Camano Island"	"WA"	"98282"	"ISLAND"	"Stanwood-Camano School District"	31401	"K -5"	"Yes"	314	40	4	37	0	22	22	23	27	17	34	7.01	7.01	7.32	8.6	5.41	10.83	12.74
"5066"	"2013"	"4513"	"Cedarhome Elementary School"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"K -5"	"Yes"	591	45	10	33	2	23	22	25	27	27	36	3.89	3.72	4.23	4.57	4.57	6.09	7.61
"5067"	"2013"	"5108"	"Lincoln Academy"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"6-8"	"Yes"	12	2	0	2	1	1	1	2	1	1	0	8.33	8.33	16.67	8.33	8.33	0	16.67
"5068"	"2013"	"1707"	"Lincoln Hill High School"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"9-12"	"Yes"	121	3	0	3	0	4	3	2	3	2	0	3.31	2.48	1.65	2.48	1.65	0	2.48
"5069"	"2013"	"4512"	"Port Susan Middle School"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"6-8"	"Yes"	505	32	6	27	0	22	19	15	16	15	4	4.36	3.76	2.97	3.17	2.97	0.79	6.34
"5070"	"2013"	"3125"	"Stanwood Elementary School"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"PK-5"	"Yes"	275	20	3	18	0	10	12	12	13	11	16	3.64	4.36	4.36	4.73	4	5.82	7.27
"5071"	"2013"	"2581"	"Stanwood High School"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"9-12"	"Yes"	1471	76	7	67	3	50	41	38	52	42	0	3.4	2.79	2.58	3.54	2.86	0	5.17
"5072"	"2013"	"2400"	"Stanwood Middle School"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"6-8"	"Yes"	529	37	3	34	1	25	21	21	24	29	8	4.73	3.97	3.97	4.54	5.48	1.51	6.99
"5073"	"2013"	"4364"	"Twin City Elementary"	"Public School"	"Stanwood"	"WA"	"98292"	"SNOHOMISH"	"Stanwood-Camano School District"	31401	"K -5"	"Yes"	308	32	4	27	1	16	15	17	18	18	27	5.19	4.87	5.52	5.84	5.84	8.77	10.39
"5074"	"2013"	"2007"	"Star Elem School"	"Public School"	"Richland"	"WA"	"99352"	"BENTON"	"Star School District"	11054	"2-5"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5075"	"2013"	"2135"	"Starbuck School"	"Public School"	"Starbuck"	"WA"	"99359"	"COLUMBIA"	"Starbuck School District"	7035	"K-8"	"Yes"	28	2	0	0	2	2	2	2	2	2	2	7.14	7.14	7.14	7.14	7.14	7.14	7.14
"5076"	"2013"	"2265"	"Stehekin Elementary"	"Public School"	"Stehekin"	"WA"	"98852"	"CHELAN"	"Stehekin School District"	4069	"K -8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5077"	"2013"	"2040"	"Anderson Island Elementary"	"Public School"	"Steilacoom"	"WA"	"98388"	"PIERCE"	"Steilacoom Hist. School District"	27001	"K -5"	"Yes"	35	1	0	1	0	1	1	1	1	1	1	2.86	2.86	2.86	2.86	2.86	2.86	2.86
"5078"	"2013"	"3446"	"Cherrydale Elementary"	"Public School"	"Steilacoom"	"WA"	"98388"	"PIERCE"	"Steilacoom Hist. School District"	27001	"K -3"	"Yes"	325	14	2	10	2	12	12	13	13	11	14	3.69	3.69	4	4	3.38	4.31	4.31
"5079"	"2013"	"4562"	"Chloe Clark Elementary"	"Public School"	"Dupont"	"WA"	"98327"	"PIERCE"	"Steilacoom Hist. School District"	27001	"K -3"	"Yes"	597	19	5	14	0	9	9	12	10	12	14	1.51	1.51	2.01	1.68	2.01	2.35	3.18
"5080"	"2013"	"3827"	"Saltars Point Elementary"	"Public School"	"Steilacoom"	"WA"	"98388"	"PIERCE"	"Steilacoom Hist. School District"	27001	"4-5"	"Yes"	491	24	3	20	1	10	11	9	12	11	18	2.04	2.24	1.83	2.44	2.24	3.67	4.89
"5081"	"2013"	"4131"	"Steilacoom High"	"Public School"	"Steilacoom"	"WA"	"98388"	"PIERCE"	"Steilacoom Hist. School District"	27001	"9-12"	"Yes"	875	23	0	22	2	14	12	8	13	14	0	1.6	1.37	0.91	1.49	1.6	0	2.63
"5082"	"2013"	"2237"	"Pioneer Middle"	"Public School"	"Dupont"	"WA"	"98327"	"PIERCE"	"Steilacoom Hist. School District"	27001	"6-8"	"Yes"	767	26	5	21	1	15	10	14	16	14	9	1.96	1.3	1.83	2.09	1.83	1.17	3.39
"5083"	"2013"	"2115"	"Steptoe Elementary School"	"Public School"	"Steptoe"	"WA"	"99174"	"WHITMAN"	"Steptoe School District"	38304	"PK-8"	"Yes"	31	1	0	1	0	0	0	1	0	0	0	0	0	3.23	0	0	0	3.23
"5085"	"2013"	"2882"	"Carson Elementary"	"Public School"	"Stevenson"	"WA"	"98648"	"SKAMANIA"	"Stevenson-Carson School District"	30303	"3-6"	"Yes"	240	25	0	21	4	18	18	18	18	18	23	7.5	7.5	7.5	7.5	7.5	9.58	10.42
"5086"	"2013"	"2682"	"Stevenson Elementary"	"Public School"	"Stevenson"	"WA"	"98648"	"SKAMANIA"	"Stevenson-Carson School District"	30303	"K -2"	"Yes"	227	5	0	5	0	3	3	3	3	3	5	1.32	1.32	1.32	1.32	1.32	2.2	2.2
"5087"	"2013"	"3119"	"Stevenson High School"	"Public School"	"Stevenson"	"WA"	"98648"	"SKAMANIA"	"Stevenson-Carson School District"	30303	"9-12"	"Yes"	313	35	0	32	3	26	24	13	18	14	0	8.31	7.67	4.15	5.75	4.47	0	11.18
"5088"	"2013"	"3800"	"Wind River Middle School"	"Public School"	"Stevenson"	"WA"	"98648"	"SKAMANIA"	"Stevenson-Carson School District"	30303	"7-8"	"Yes"	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"5089"	"2013"	"4399"	"Gold Bar Elementary"	"Public School"	"Gold Bar"	"WA"	"98251"	"SNOHOMISH"	"Sultan School District"	31311	"K -5"	"Yes"	312	24	6	5	15	14	14	15	11	10	21	4.49	4.49	4.81	3.53	3.21	6.73	7.69
"5090"	"2013"	"5114"	"Sky Valley Options"	"Public School"	"Sultan"	"WA"	"98294"	"SNOHOMISH"	"Sultan School District"	31311	"9-12"	"Yes"	29	2	1	1	0	2	2	1	1	1	1	6.9	6.9	3.45	3.45	3.45	3.45	6.9
"5091"	"2013"	"2229"	"Sultan Elementary School"	"Public School"	"Sultan"	"WA"	"98294"	"SNOHOMISH"	"Sultan School District"	31311	"K -5"	"Yes"	497	59	13	9	37	38	38	35	39	31	50	7.65	7.65	7.04	7.85	6.24	10.06	11.87
"5092"	"2013"	"2105"	"Sultan Middle School"	"Public School"	"Sultan"	"WA"	"98294"	"SNOHOMISH"	"Sultan School District"	31311	"6-8"	"Yes"	427	61	18	17	26	35	35	31	35	24	46	8.2	8.2	7.26	8.2	5.62	10.77	14.29
"5093"	"2013"	"4274"	"Sultan Senior High School"	"Public School"	"Sultan"	"WA"	"98294"	"SNOHOMISH"	"Sultan School District"	31311	"9-12"	"Yes"	530	102	65	23	14	36	36	32	30	27	89	6.79	6.79	6.04	5.66	5.09	16.79	19.25
"5094"	"2013"	"4394"	"Summit Valley School"	"Public School"	"Addy"	"WA"	"99101"	"STEVENS"	"Summit Valley School District"	33202	"PK-8"	"Yes"	80	17	2	12	3	11	11	11	14	11	17	13.75	13.75	13.75	17.5	13.75	21.25	21.25
"5095"	"2013"	"3349"	"Bonney Lake Elementary"	"Public School"	"Bonney Lake"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	464	38	3	32	3	25	25	24	23	27	31	5.39	5.39	5.17	4.96	5.82	6.68	8.19
"5096"	"2013"	"4585"	"Bonney Lake High School"	"Public School"	"Bonney Lake"	"WA"	"98391"	"PIERCE"	"Sumner School District"	27320	"9-12"	"Yes"	1381	65	8	56	4	46	43	31	38	33	0	3.33	3.11	2.24	2.75	2.39	0	4.71
"5097"	"2013"	"4435"	"Crestwood Elementary"	"Public School"	"Bonney Lake"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	380	37	7	32	0	22	22	23	25	22	31	5.79	5.79	6.05	6.58	5.79	8.16	9.74
"5098"	"2013"	"4541"	"Daffodil Valley Elementary"	"Public School"	"Sumner"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	545	27	5	19	3	17	18	19	18	16	26	3.12	3.3	3.49	3.3	2.94	4.77	4.95
"5099"	"2013"	"3399"	"Eismann Elementary"	"Public School"	"Bonney Lake"	"WA"	"98391"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	458	30	7	21	2	17	17	18	21	17	23	3.71	3.71	3.93	4.59	3.71	5.02	6.55
"5100"	"2013"	"4250"	"Emerald Hills Elementary"	"Public School"	"Bonney Lake"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	376	23	3	20	0	16	16	14	14	14	18	4.26	4.26	3.72	3.72	3.72	4.79	6.12
"5101"	"2013"	"4132"	"Lakeridge Middle School"	"Public School"	"Sumner"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"6-8"	"Yes"	594	38	5	34	2	26	25	21	26	21	6	4.38	4.21	3.54	4.38	3.54	1.01	6.4
"5102"	"2013"	"4402"	"Liberty Ridge Elementary"	"Public School"	"Sumner"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	404	28	3	24	2	20	20	19	21	11	22	4.95	4.95	4.7	5.2	2.72	5.45	6.93
"5103"	"2013"	"2875"	"Maple Lawn Elementary"	"Public School"	"Sumner"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	480	40	11	30	1	20	20	24	27	19	31	4.17	4.17	5	5.62	3.96	6.46	8.33
"5104"	"2013"	"4502"	"Mountain View Middle School"	"Public School"	"Bonney Lake"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"6-8"	"Yes"	661	46	7	37	2	28	24	19	23	27	9	4.24	3.63	2.87	3.48	4.08	1.36	6.96
"5105"	"2013"	"3247"	"Sumner High School"	"Public School"	"Sumner"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"9-12"	"Yes"	1640	85	10	73	4	59	53	42	47	52	0	3.6	3.23	2.56	2.87	3.17	0	5.18
"5106"	"2013"	"3499"	"Sumner Middle School"	"Public School"	"Sumner"	"WA"	"98390"	"PIERCE"	"Sumner School District"	27320	"6-8"	"Yes"	705	39	6	31	2	28	25	25	25	20	5	3.97	3.55	3.55	3.55	2.84	0.71	5.53
"5107"	"2013"	"4166"	"Victor Falls Elementary"	"Public School"	"Bonney Lake"	"WA"	"98391"	"PIERCE"	"Sumner School District"	27320	"K -5"	"Yes"	573	43	7	36	0	15	16	19	19	18	31	2.62	2.79	3.32	3.32	3.14	5.41	7.5
"5108"	"2013"	"8235"	"Sunnyside Christian School"	"Private School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"P-8"	"Yes"	290	7	0	7	0	5	5	5	5	5	7	1.72	1.72	1.72	1.72	1.72	2.41	2.41
"5109"	"2013"	"8314"	"Trinity Reformed Christian School"	"Private School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"1-8"	"Yes"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5110"	"2013"	"8823"	"Sunnyside Christian School (2nd Location)"	"Private School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"9-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5111"	"2013"	"4000"	"Chief Kamiakin Elementary School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"1-5"	"Yes"	728	1	0	1	0	1	1	1	0	1	1	0.14	0.14	0.14	0	0.14	0.14	0.14
"5112"	"2013"	"3313"	"Harrison Middle School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"6-8"	"Yes"	775	1	0	1	0	0	0	1	1	0	0	0	0	0.13	0.13	0	0	0.13
"5113"	"2013"	"2469"	"Outlook Elementary School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"1-5"	"Yes"	657	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0.15	0.15	0.3
"5114"	"2013"	"4497"	"Pioneer Elementary School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"1-5"	"Yes"	758	3	1	2	0	2	2	3	1	1	1	0.26	0.26	0.4	0.13	0.13	0.13	0.4
"5115"	"2013"	"5049"	"Sierra Vista Middle School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"6-8"	"Yes"	685	2	2	0	0	2	2	2	2	2	2	0.29	0.29	0.29	0.29	0.29	0.29	0.29
"5116"	"2013"	"5137"	"Sun Valley Elementary"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"K -K "	"Yes"	474	4	2	2	0	4	4	4	3	4	4	0.84	0.84	0.84	0.63	0.84	0.84	0.84
"5117"	"2013"	"2959"	"Sunnyside High School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"9-12"	"Yes"	1793	5	1	4	0	3	3	1	1	3	1	0.17	0.17	0.06	0.06	0.17	0.06	0.28
"5118"	"2013"	"2717"	"Washington Elementary"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"1-5"	"Yes"	661	3	0	3	0	2	2	2	2	3	2	0.3	0.3	0.3	0.3	0.45	0.3	0.45
"5119"	"2013"	"8130"	"Annie Wright School"	"Private School"	"Tacoma"	"WA"	"98403"	"PIERCE"	"Tacoma School District"	27010	"P-12"	"Yes"	431	12	0	12	0	11	11	10	10	10	10	2.55	2.55	2.32	2.32	2.32	2.32	2.78
"5120"	"2013"	"8132"	"Bellarmine Preparatory School"	"Private School"	"Tacoma"	"WA"	"98405"	"PIERCE"	"Tacoma School District"	27010	"9-12"	"Yes"	1019	10	1	8	1	10	9	9	9	10	0	0.98	0.88	0.88	0.88	0.98	0	0.98
"5121"	"2013"	"8566"	"Cascade Christian Schools--Tacoma Elementary"	"Private School"	"Tacoma"	"WA"	"98404"	"PIERCE"	"Tacoma School District"	27010	"P-6"	"Yes"	91	14	1	13	0	10	10	10	10	12	13	10.99	10.99	10.99	10.99	13.19	14.29	15.38
"5122"	"2013"	"8134"	"Concordia Lutheran School"	"Private School"	"Tacoma"	"WA"	"98404"	"PIERCE"	"Tacoma School District"	27010	"P-8"	"Yes"	189	2	0	2	0	0	0	0	1	0	2	0	0	0	0.53	0	1.06	1.06
"5123"	"2013"	"8135"	"Faith Lutheran School"	"Private School"	"Tacoma"	"WA"	"98444"	"PIERCE"	"Tacoma School District"	27010	"P-8"	"Yes"	54	6	4	1	1	2	2	2	2	2	6	3.7	3.7	3.7	3.7	3.7	11.11	11.11
"5124"	"2013"	"8598"	"First Presbyterian Church School"	"Private School"	"Tacoma"	"WA"	"98402"	"PIERCE"	"Tacoma School District"	27010	"P-5"	"Yes"	85	5	0	5	0	5	5	5	5	5	5	5.88	5.88	5.88	5.88	5.88	5.88	5.88
"5125"	"2013"	"8137"	"HRRS - Juan Diego Academy"	"Private School"	"Tacoma"	"WA"	"98402"	"PIERCE"	"Tacoma School District"	27010	"P-12"	"Yes"	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5126"	"2013"	"8353"	"Life Christian Academy"	"Private School"	"Tacoma"	"WA"	"98405"	"PIERCE"	"Tacoma School District"	27010	"P-12"	"Yes"	529	28	0	28	0	21	21	20	21	19	25	3.97	3.97	3.78	3.97	3.59	4.73	5.29
"5127"	"2013"	"8845"	"Puget Sound Christian School"	"Private School"	"Tacoma"	"WA"	"98444"	"PIERCE"	"Tacoma School District"	27010	"P-6"	"Yes"	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5128"	"2013"	"8907"	"Seabury School"	"Private School"	"Tacoma"	"WA"	"98422"	"PIERCE"	"Tacoma School District"	27010	"K+"	"Yes"	53	1	0	1	0	0	0	0	1	0	0	0	0	0	1.89	0	0	1.89
"5129"	"2013"	"800M"	"Seabury School--Middle School Campus"	"Private School"	"Tacoma"	"WA"	"98402"	"PIERCE"	"Tacoma School District"	27010	"6-8"	"Yes"	25	1	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	4
"5130"	"2013"	"8144"	"South Sound Christian Schools-Tacoma Baptist Campus"	"Private School"	"Tacoma"	"WA"	"98409"	"PIERCE"	"Tacoma School District"	27010	"P-12"	"Yes"	260	52	0	52	0	14	17	12	20	19	41	5.38	6.54	4.62	7.69	7.31	15.77	20
