School Code	School Name	School Type	School District	County	Reported?	Data Source	Grade Levels	K-12 Number Enrolled	K-12 Number Complete	K-12 Number Exempt	K-12 Number Exempt: Medical	K-12 Number Exempt: Personal	K-12 Number Exempt: Religious	K-12 Number Exempt: Religious Member	K-12 Number Exempt: D/T	K-12 Number Exempt: Pertussis	K-12 Number Exempt: Polio	K-12 Number Exempt: MMR	K-12 Number Exempt: Hep B	K-12 Number Exempt: Varicella
801I	Doodlebugs Academy	Private	Oak Harbor School District	ISLAND	Yes	IIS	P-2	16	16	0	0	0	0	0	0	0	0	0	0	0
801K	Montessori Country School	Private	Bainbridge Island School District	KITSAP	Yes	IIS	P-1	16	2	0	2	0	2	2	2	2	2	2	16	14
OICP8	Windsong School	Private	Spokane School District	SPOKANE	Yes	IIS		16	10	6	0	6	0	0	6	6	6	6	6	6
1484	Northwest Liberty School	Private	Northshore School District	KING	Yes	IIS	7-12	17	14	0	0	0	0	0	0	0	0	0	0	0
1938	Student Link	Public	Vashon Island School District	KING	Yes	IIS	9-12	17	12	2	0	2	0	0	2	1	1	1	1	0
2502	Palisades Elementary School	Public	Palisades School District	DOUGLAS	Yes	IIS	K -5	17	17	0	0	0	0	0	0	0	0	0	0	0
5231	Selah HomeLink	Public	Selah School District	YAKIMA	Yes	IIS	K -8	17	14	2	0	2	0	0	0	0	2	0	1	2
8985	Omak Adventist Christian School	Private	Omak School District	OKANOGAN	Yes	IIS	1-8	17	16	0	0	0	0	0	0	0	0	0	0	0
OICP1	Chestnut Montessori School	Private	Bellevue School District	KING	Yes	IIS	K-3	17	14	3	0	3	0	0	0	0	2	1	2	2
8648	Grays Harbor Adventist Christian School	Private	Montesano School District	GRAYS HARBOR	Yes	Paper	K-8	17	14	2	0	2	0	0	2	2	2	2	2	2
3197	Evergreen School	Public	Evergreen School District (Stevens)	STEVENS	Yes	IIS	K -6	18	15	3	0	3	0	0	3	3	3	3	3	2
8195	St. Patrick Catholic School	Private	Spokane School District	SPOKANE	Yes	IIS	6-8	18	18	2	0	1	1	0	0	0	0	1	1	2
8874	Poulsbo SDA School	Private	North Kitsap School District	KITSAP	Yes	IIS	1-8	18	5	4	0	3	1	0	4	4	4	4	4	4
8881	Der Kinderhuis Montessori	Private	Oak Harbor School District	ISLAND	Yes	IIS	P-4	18	12	2	0	2	0	0	3	3	2	2	1	1
8994	Mid Columbia Christian School	Private	Othello School District	ADAMS	Yes	IIS	P-4	18	17	1	0	1	0	0	1	1	1	1	1	1
800K	Summit Academy	Private	Stanwood-Camano School District	SNOHOMISH	Yes	IIS	K-6	18	12	6	6	0	0	0	6	6	6	6	6	6
801W	River Day School	Private	Spokane School District	SPOKANE	Yes	IIS	K-6	18	17	1	0	1	0	0	1	1	1	1	1	1
OICP2	"Child Development Program, WSU Vancouver"	Private	Battle Ground School District	CLARK	Yes	IIS		18	16	1	1	0	0	0	1	1	1	1	0	1
1411	Mukilteo Academy	Private	Mukilteo School District	SNOHOMISH	Yes	IIS	P-1	19	0	0	0	0	0	0	0	0	0	0	19	19
1427	Jefferson Community School	Private	Port Townsend School District	JEFFERSON	Yes	IIS	7-12	19	16	3	0	3	0	0	2	2	2	3	3	3
8493	Providence Christian School Northwest	Private	Ferndale School District	WHATCOM	Yes	IIS	K-12	19	12	7	0	7	0	0	7	7	7	7	7	7
8663	Evergreen Academy of Arts & Sciences	Private	Centralia School District	LEWIS	Yes	Paper	P-6	19	19	0	0	0	0	0	0	0	0	0	0	0
OICP11	Community School of West Seattle	Private	Seattle Public Schools	KING	Yes	Paper	K-2	19	9	3	1	3	0	0	3	3	3	3	3	3
1830	Special Education Contracted	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	4-12	19	11	3	0	3	0	0	0	0	0	3	0	0
4279	Omak Alternative High School	Public	Omak School District	OKANOGAN	Yes	IIS	9-12	20	16	2	0	2	0	0	2	2	1	1	1	0
8226	Guardian Angel St. Boniface School	Private	Colton School District	WHITMAN	Yes	IIS	K-8	20	20	0	0	0	0	0	0	0	0	0	0	0
800M	Seabury School--Middle School Campus	Private	Tacoma School District	PIERCE	Yes	IIS		20	20	0	0	0	0	0	0	0	0	0	0	0
1850	Camp Outlook	Public	North Franklin School District	FRANKLIN	Yes	Paper	9	20	10	0	0	0	0	0	0	0	0	0	0	0
2491	Queets-Clearwater Elementary	Public	Queets-Clearwater School District	CLALLAM	Yes	Paper	K -8	20	15	0	0	0	0	0	2	2	3	2	0	5
1815	Northshore Special Services	Public	Northshore School District	KING	Yes	XLSCSV	PK-12	20	10	2	0	2	0	0	2	2	1	1	1	0
1770	South Whidbey Academy	Public	South Whidbey School District	ISLAND	Yes	IIS	K -12	21	10	8	0	8	0	0	6	5	6	4	7	3
8756	Green River Montessori School	Private	Auburn School District	KING	Yes	IIS	P-12	21	21	0	0	0	0	0	0	0	0	0	0	0
801U	BLOSSOMING HILL MONTESSORI	Private	Tahoma School District	KING	Yes	IIS	P-6	21	21	0	0	0	0	0	0	0	0	0	0	0
OICP3	Grace Christian Academy	Private	Republic School District	FERRY	Yes	IIS	K-8	21	13	8	0	8	0	0	8	8	8	8	8	8
1444	Living Wisdom School of Seattle	Private	Shoreline School District	KING	Yes	Paper	P-6	22	10	12	0	10	2	0	7	7	8	8	9	10
OICP26	"Lakeside Montessori, Pine Lake Campus"	Private	Issaquah School District	KING	Yes	Paper	PK-K	22	21	1	1	0	0	0	1	1	1	1	1	1
1621	Alternative School	Public	Methow Valley School District	OKANOGAN	Yes	IIS	9-12	23	12	3	0	3	0	0	2	2	1	3	1	0
1845	Home School Experience	Public	Methow Valley School District	OKANOGAN	Yes	IIS	K -12	23	4	5	0	4	1	0	2	1	4	4	4	3
2948	Index Elementary School	Public	Index School District	SNOHOMISH	Yes	IIS	PK-8	23	11	5	0	5	0	0	1	2	1	1	2	3
8027	Cedarbrook Adventist Christian	Private	Chimacum School District	JEFFERSON	Yes	IIS	K-8	23	22	1	0	1	0	0	1	1	1	1	1	1
8342	Little Oak Montessori School	Private	White Salmon Valley School District	KITTITAS	Yes	IIS	P-3	23	14	9	1	8	0	0	4	4	4	7	5	9
8725	North Wall Elementary	Private	Spokane School District	SPOKANE	Yes	IIS	P-6	23	19	4	0	4	0	0	4	4	4	4	4	4
3725	Shaw Island Elementary School	Public	Shaw Island School District	SAN JUAN	Yes	Paper	K -8	23	20	3	0	3	0	0	3	3	3	3	3	3
8123	Shelton Valley Christian School	Private	Shelton School District	MASON	Yes	Paper	K-8	23	20	4	0	4	0	0	3	3	3	4	2	4
1456	Tacoma Waldorf School	Private	Tacoma School District	PIERCE	Yes	IIS	P-5	24	4	20	0	14	0	8	20	20	20	20	20	20
8114	Kitsap Adventist Christian School	Private	Central Kitsap School District	KITSAP	Yes	IIS	P-8	24	23	1	0	1	0	0	1	1	1	1	1	1
8149	Lakewood Lutheran School	Private	Clover Park School District	PIERCE	Yes	IIS	P-5	24	24	0	0	0	0	0	0	0	0	0	0	0
1404	Discovery Depot Montessori	Private	Central Kitsap School District	KITSAP	Yes	IIS	P-1	25	21	3	0	3	0	0	3	3	3	3	3	3
1671	District Run Home School	Public	Quillayute Valley School District	CLALLAM	Yes	Paper	K -12	25	13	0	0	0	0	0	0	0	0	0	0	0
8107	Kirkland SDA School	Private	Lake Washington School District	KING	Yes	Paper	K-8	25	22	3	0	3	0	0	2	2	2	2	2	3
8295	Holy Innocents School of NW	Private	Federal Way School District	KING	Yes	Paper	K-12	25	23	2	0	2	0	0	2	2	2	2	2	2
8818	Royal Garrison School	Private	Pullman School District	WHITMAN	Yes	Paper	K-12	25	25	0	0	0	0	0	0	0	0	0	0	0
OICP27	Sunshine Mountain Christian	Private	Kent School District	KING	Yes	Paper	PK-K	25	23	2	0	2	0	0	1	1	1	1	1	2
1491	Upper Columbia Academy Elementary	Private	Liberty School District	SPOKANE	Yes	IIS	K-8	26	19	6	0	5	1	0	6	6	6	6	6	6
3530	Roosevelt Elementary School	Public	Roosevelt School District	KING	Yes	IIS	1-6	26	23	0	0	0	0	0	0	0	0	0	0	0
8315	Mountain View Christian School	Private	Sequim School District	CLALLAM	Yes	IIS	1-8	26	22	3	0	3	0	0	3	3	3	3	3	3
1797	Day Reporting School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	9-12	26	11	2	0	2	0	0	1	1	1	1	1	1
2512	Skykomish Elementary and Middle School	Public	Skykomish School District	KING	Yes	XLSCSV	PK-8	26	10	7	0	7	0	0	5	3	6	5	4	4
1481	Kapka Cooperative School	Private	Seattle Public Schools	KING	Yes	IIS	K-3	27	19	5	0	5	0	0	4	4	4	4	5	4
8865	Horizon School	Private	Shoreline School District	KING	Yes	IIS	P-1	27	27	0	0	0	0	0	0	0	0	0	0	0
801X	Spanish with Sarah	Private	Camas School District	CLARK	Yes	IIS	P-2	27	16	2	0	2	0	0	0	0	0	2	0	2
OICP17	Edit Hottowe Child Care Center	Private	Cape Flattery School District	CLALLAM	Yes	Paper	K-6	27	25	2	2	0	0	0	0	0	0	0	0	2
1464	Cornerstone Academy	Private	Monroe School District	SNOHOMISH	Yes	IIS	P-7	28	28	0	0	0	0	0	0	0	0	0	0	0
1728	Prosser Falls Education Center	Public	Prosser School District	BENTON	Yes	IIS	9-12	28	27	0	0	0	0	0	0	0	0	0	0	0
1735	H.E.A.R.T. High School	Public	Rochester School District	THURSTON	Yes	IIS	9-12	28	23	0	0	0	0	0	0	0	0	0	0	0
3981	High School Re Entry	Public	Snohomish School District	SNOHOMISH	Yes	IIS	9-12	28	16	1	0	1	0	0	1	1	1	1	1	0
OICP9	Summit View Middle School	Public	Battle Ground School District	CLARK	Yes	Paper	9-12	28	23	2	0	2	0	0	1	1	1	0	2	0
1603	Daybreak Alternative School	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	8-12	28	27	0	0	0	0	0	0	0	0	0	0	0
1461	Calvary Chapel Christian School	Private	Central Valley School District	SPOKANE	Yes	IIS	P-8	29	21	8	0	2	6	0	8	8	8	8	8	8
2602	Keller Elementary School	Public	Keller School District	FERRY	Yes	IIS	K -6	29	28	0	0	0	0	0	0	0	0	0	0	0
8396	Glendale Lutheran School	Private	Highline School District	KING	Yes	IIS	P-8	29	28	0	0	0	0	0	0	0	0	0	0	0
8419	Pacific Learning Center NW	Private	Edmonds School District	KING	Yes	IIS	K-12	29	28	1	0	0	1	0	0	1	1	1	0	0
8474	Covenant Christian School	Private	Lynden School District	WHATCOM	Yes	eFile	K-8	30	26	4	0	0	4	0	4	4	4	4	4	4
2186	Sprague High School	Public	Sprague School District	LINCOLN	Yes	IIS	9-12	30	30	0	0	0	0	0	0	0	0	0	0	0
3137	Lamont Middle School	Public	Lamont School District	WHITMAN	Yes	IIS	5-8	30	30	0	0	0	0	0	0	0	0	0	0	0
2135	Starbuck School	Public	Starbuck School District	COLUMBIA	Yes	Paper	K-8	30	28	2	0	0	2	0	2	2	2	2	2	2
4566	Beaver Valley School	Public	Cascade School District	CHELAN	Yes	Paper	K -4	30	23	7	0	7	0	0	5	5	6	5	5	7
8330	Foothills Christian School 	Private	Mount Vernon School District	SKAGIT	Yes	eFile	P-8	31	28	3	0	0	3	0	0	0	0	0	0	0
5223	Paideia High School	Public	Valley School District	STEVENS	Yes	IIS	9-12	31	14	13	0	12	2	0	11	11	11	10	10	0
1756	CLIP	Public	Riverview School District	KING	Yes	Paper	9-12	31	28	2	0	2	0	0	2	0	1	0	0	0
8940	Seattle Urban Academy	Private	Seattle Public Schools	KING	Yes	IIS	9-12	32	32	0	0	0	0	0	0	0	0	0	0	0
8975	Skinner Elementary Montessori School	Private	Vancouver School District	CLARK	Yes	IIS	P-6	32	32	0	0	0	0	0	0	0	0	0	0	0
8374	South Kitsap Christian School	Private	South Kitsap School District	KITSAP	Yes	Paper	P-12	32	32	0	0	0	0	0	0	0	0	0	0	0
8476	Eastside Academy	Private	Bellevue School District	KING	Yes	Paper	9-12	32	29	3	0	3	1	0	3	3	2	3	3	3
5194	Kelso Virtual Academy	Public	Kelso School District	COWLITZ	Yes	XLSCSV	9-12	32	26	1	0	1	0	0	1	0	1	1	1	0
2115	Steptoe Elementary School	Public	Steptoe School District	WHITMAN	Yes	IIS	PK-8	33	32	1	0	1	0	0	1	1	1	1	1	1
5186	Excel High School	Public	Ellensburg School District	KITTITAS	Yes	IIS	9-12	33	19	4	1	3	0	0	3	3	2	3	3	0
8090	Kelso Longview Adventist School	Private	Kelso School District	COWLITZ	Yes	IIS	K-8	33	22	3	0	3	0	0	3	3	3	3	3	3
8121	Voyager Montessori	Private	Bainbridge Island School District	KITSAP	Yes	IIS	1-6	33	29	4	1	3	0	0	3	2	3	3	4	3
8317	Olympia Community School	Private	Olympia School District	THURSTON	Yes	IIS	K-5	33	21	12	2	10	0	0	8	8	9	10	11	11
8713	Faith Lutheran School of Redmond	Private	Lake Washington School District	KING	Yes	IIS	P-4	33	28	5	0	5	0	0	3	3	2	3	4	2
1754	Palouse Junction High School	Public	North Franklin School District	FRANKLIN	Yes	Paper	9-12	33	29	1	1	0	0	0	0	0	0	1	0	0
1698	SCCP Images	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	12-12	33	28	2	0	2	0	0	1	1	1	1	2	0
3126	Middle School Options	Public	North Kitsap School District	KITSAP	Yes	XLSCSV	6-8	33	10	12	0	12	0	0	8	8	9	7	9	7
8074	Explorations Academy/Global Community Institute	Private	Bellingham School District	WHATCOM	Yes	eFile	8-12	34	26	8	0	8	0	0	8	8	8	8	8	8
1452	St. Basil Academy of Classical Studies	Private	Walla Walla Public Schools	WALLA WALLA	Yes	IIS	K-8	34	30	4	2	2	0	0	3	2	3	3	3	3
1848	Special Services	Public	Mukilteo School District	SNOHOMISH	Yes	IIS	PK-12	34	12	2	0	1	1	0	0	0	0	0	0	2
2088	Lacrosse High School	Public	LaCrosse School District	WHITMAN	Yes	IIS	9-12	34	32	2	0	2	0	0	2	2	2	2	1	1
1558	Unassigned Special Education	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	PK-9	34	6	0	0	0	0	0	0	0	0	0	0	0
1439	Cedar River Academy	Private	Enumclaw School District	KING	Yes	IIS	P-8	35	35	0	0	0	0	0	35	35	35	35	35	35
1835	Sentinel Tech Alt School	Public	Wahluke School District	GRANT	Yes	IIS	9-12	35	20	2	0	0	2	0	2	2	2	1	2	0
8228	Grace Lutheran School	Private	Yakima School District	YAKIMA	Yes	IIS	P-8	35	35	0	0	0	0	0	0	0	0	0	0	0
4281	Park Avenue Center	Public	Tacoma School District	PIERCE	Yes	XLSCSV	K -12	35	28	1	0	1	0	0	1	1	1	1	1	0
2049	Onion Creek Elementary	Public	Onion Creek School District	STEVENS	Yes	IIS	PK-8	36	30	6	1	4	1	0	5	6	5	5	6	3
8983	Solomon Christian School	Private	Edmonds School District	SNOHOMISH	Yes	IIS	7-12	36	25	0	0	0	0	0	0	0	0	0	0	0
2263	Beach Elem	Public	Ferndale School District	WHATCOM	Yes	eFile	K -6	37	19	18	0	18	0	0	12	12	13	12	14	15
8165	Matheia School	Private	Seattle Public Schools	KING	Yes	IIS	P-5	37	37	0	0	0	0	0	0	0	0	0	0	0
1499	Serendipity Academy at the Lodge	Private	Tumwater School District	THURSTON	Yes	Paper	K-6	37	0	2	0	2	0	0	2	2	2	2	2	2
4263	Residential Consortium	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-12	37	14	1	0	1	0	0	0	0	0	0	1	0
2136	Orient Elem	Public	Orient School District	FERRY	Yes	IIS	K -8	38	24	9	0	9	0	0	4	4	5	5	6	2
8240	Academy Schools/Children’s Academy	Private	Tukwila School District	KING	Yes	IIS	P-12	38	31	4	0	4	0	0	3	0	2	2	3	2
8986	Newport Children's School	Private	Bellevue School District	KING	Yes	IIS	P-1	38	1	0	1	0	1	1	1	1	1	1	38	37
2836	Brinnon Elementary	Public	Brinnon School District	JEFFERSON	Yes	Paper	K -8	38	37	1	0	1	0	0	1	1	1	1	1	1
5070	Renton Academy	Public	Renton School District	KING	Yes	IIS	K -12	39	30	4	0	4	0	0	1	1	1	0	2	2
8241	Hillside Student Community School	Private	Bellevue School District	KING	Yes	IIS	5-12	39	39	0	0	0	0	0	0	0	0	0	0	0
8684	Northwest School For Hearing Impaired	Private	Shoreline School District	KING	Yes	IIS	P-8	39	39	0	0	0	0	0	0	0	0	0	0	0
8876	Whole Earth Montessori School	Private	Northshore School District	KING	Yes	IIS	P-12	39	35	4	0	4	0	0	3	3	4	3	4	4
1932	COLUMBIA VIRTUAL ACADEMY	Public	Valley School District	STEVENS	Yes	IIS	K-8	40	8	20	0	17	3	0	17	16	15	15	16	16
5176	Cap Sante High School	Public	Anacortes School District	SKAGIT	Yes	IIS	9-12	40	32	5	0	5	0	0	4	3	0	5	4	0
1500	Forks Alternative School	Public	Quillayute Valley School District	CLALLAM	Yes	Paper	9-12	40	25	1	0	1	0	0	1	1	1	1	0	0
1424	Gardenview Montessori	Private	Bellingham School District	WHATCOM	Yes	IIS	P-1	41	41	0	0	0	0	0	0	0	0	0	0	0
1793	Learning Opportunity Center	Public	Fife School District	PIERCE	Yes	IIS	10-12	41	40	0	0	0	0	0	0	0	0	0	0	0
3047	Glenwood Elementary	Public	Glenwood School District	KLICKITAT	Yes	IIS	K -6	41	32	9	2	7	0	0	3	3	5	7	4	8
8868	Cornerstone Christian Academy	Private	Spokane School District	SPOKANE	Yes	IIS	K-8	41	40	1	0	1	0	0	1	1	1	1	1	1
800U	Cedar Crest Academy	Private	Lake Washington School District	KING	Yes	IIS	P-2	41	41	0	0	0	0	0	0	0	0	0	0	0
8293	St. Matthew Lutheran School	Private	Spokane School District	SPOKANE	Yes	eFile	P-8	42	36	6	0	5	1	0	5	3	5	6	5	5
8656	Johnson Christian School	Private	Colville School District	STEVENS	Yes	eFile	P-12	42	40	2	0	0	2	0	2	2	2	2	2	2
2863	Creston Jr-Sr High School	Public	Creston School District	LINCOLN	Yes	IIS	7-12	42	40	2	1	1	0	0	1	1	1	2	1	0
3050	Sprague Elementary	Public	Sprague School District	LINCOLN	Yes	IIS	K -4	42	0	0	0	0	0	0	0	0	0	0	0	0
8346	Discovery Montessori	Private	South Kitsap School District	KITSAP	Yes	IIS	P-8	42	39	2	0	2	0	0	1	0	1	2	2	2
8362	Methow Valley Community School	Private	Methow Valley School District	OKANOGAN	Yes	IIS	1-8	42	20	22	0	22	0	0	22	14	20	20	19	18
3818	Maplewood Center	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -12	42	31	5	0	5	0	0	3	2	3	3	1	2
1414	St. Mary's Academy	Private	Bethel School District	PIERCE	Yes	IIS	K-8	43	35	8	0	5	3	0	2	1	1	4	1	3
2087	Lacrosse Elementary School	Public	LaCrosse School District	WHITMAN	Yes	IIS	K -8	43	35	8	0	8	0	0	4	4	3	3	2	5
8209	Olympia Christian School	Private	Olympia School District	THURSTON	Yes	IIS	K-8	43	41	1	0	0	0	1	1	1	1	1	1	3
8958	Child School-New Heights School at Children's Institute for Learning Differences (CHILD)	Private	Mercer Island School District	KING	Yes	IIS	P-12	43	25	5	0	5	0	0	5	5	5	5	5	5
1987	Swiftwater Learning Center	Public	Cle Elum-Roslyn School District	KITTITAS	Yes	Paper	8-12	43	34	3	0	2	1	0	3	3	2	2	2	1
8032	Concordia Lutheran School	Private	Seattle Public Schools	KING	Yes	Paper		43	41	2	0	2	0	0	1	1	1	2	2	2
5042	Medical Lake Alternative High School	Public	Medical Lake School District	SPOKANE	Yes	IIS	9-12	44	19	1	0	1	0	0	1	0	0	0	0	0
8202	Spokane Valley Adventist School	Private	Central Valley School District	SPOKANE	Yes	IIS	K-9	44	28	8	0	7	1	0	7	7	7	7	7	8
8397	Pullman Christian School	Private	Pullman School District	WHITMAN	Yes	IIS	K-12	44	40	4	0	4	0	0	2	2	2	2	2	4
1763	Home Link Alternative	Public	Chewelah School District	STEVENS	Yes	Paper	K -12	44	27	16	0	16	0	0	13	13	9	11	9	7
2932	Dick Scobee Elementary School	Public	Auburn School District	KING	Yes	Paper	PK-5	44	33	0	0	0	0	0	0	0	0	0	0	0
1585	Comm Based Trans Prog	Public	Tacoma School District	PIERCE	Yes	XLSCSV	11-12	44	40	3	1	2	0	0	1	1	1	2	2	1
3513	Yale Elementary	Public	Woodland School District	COWLITZ	Yes	Paper	K -5	45	40	4	0	2	2	0	3	3	3	3	4	3
8541	Upper Valley Christian School	Private	Cascade School District	CHELAN	Yes	Paper	K-12	45	35	2	0	2	0	0	2	2	2	2	2	2
8755	Baker View Christian School	Private	Ferndale School District	WHATCOM	Yes	Paper	P-8	45	33	5	0	3	1	0	1	8	0	1	0	2
2097	Great Northern Elementary	Public	Great Northern School District	SPOKANE	Yes	IIS	K -6	46	42	4	0	4	0	0	4	4	4	4	2	3
2743	Harrington Elementary School	Public	Harrington School District	LINCOLN	Yes	IIS	K -6	46	46	4	0	4	0	0	1	1	1	2	1	3
5114	Sky Valley Options	Public	Sultan School District	SNOHOMISH	Yes	IIS	9-12	46	36	4	1	3	0	0	4	4	4	4	3	0
8372	The Clearwater School	Private	Northshore School District	KING	Yes	IIS	P-12	46	27	20	0	18	0	2	13	13	20	20	20	17
8969	Cascadia School	Private	Evergreen School District (Clark)	CLARK	Yes	IIS	1-8	46	39	3	0	2	1	1	3	3	3	3	3	3
8164	Cypress Adventist School	Private	Edmonds School District	SNOHOMISH	Yes	Paper	P-8	46	43	3	1	2	0	0	1	1	2	2	1	2
5192	Special Services	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-12	46	4	1	0	1	0	0	0	0	0	0	0	1
8025	Sunrise Beach School	Private	Griffin School District	THURSTON	Yes	IIS	P-12	47	36	11	0	11	0	0	10	10	10	10	10	11
8390	Cedar Tree Montessori	Private	Bellingham School District	WHATCOM	Yes	IIS	1-6	47	35	9	0	9	0	0	8	8	8	8	8	8
8694	Harrah Community Christian School	Private	Mount Adams School District	YAKIMA	Yes	IIS	P-8	47	35	7	0	7	0	0	7	7	7	7	7	7
2077	Damman Elementary	Public	Damman School District	KITTITAS	Yes	Paper	K -5	47	41	4	1	3	0	0	3	3	3	3	4	4
8110	New Horizon School	Private	Renton School District	KING	Yes	IIS	5-12	48	45	1	1	0	0	0	1	1	1	1	1	1
2603	Inchelium High School	Public	Inchelium School District	FERRY	Yes	XLSCSV	9-12	48	44	0	0	0	0	0	0	0	0	0	0	0
1646	Special Services School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -12	49	18	1	0	1	0	0	1	1	0	0	0	0
8177	Swan School	Private	Port Townsend School District	JEFFERSON	Yes	IIS	P-6	49	22	10	0	9	0	0	0	0	0	0	0	0
8845	Puget Sound Christian School	Private	Tacoma School District	PIERCE	Yes	IIS	P-6	49	49	0	0	0	0	0	0	0	0	0	0	0
5106	Phoenix High School	Public	Kennewick School District	BENTON	Yes	Paper	9-12	49	45	4	0	4	0	0	4	4	4	3	3	3
8225	Childrens Garden Montessori	Private	Richland School District	BENTON	Yes	Paper	1-2	49	25	4	0	4	0	0	4	4	4	4	4	4
4214	Inchelium Middle School	Public	Inchelium School District	FERRY	Yes	XLSCSV	6-8	49	29	1	0	1	0	0	1	1	1	1	1	1
2432	Oakesdale High School	Public	Oakesdale School District	WHITMAN	Yes	IIS	7-12	50	46	4	0	4	0	0	1	1	0	0	3	0
3113	Harrington High School	Public	Harrington School District	LINCOLN	Yes	IIS	7-12	50	46	4	0	4	0	0	3	2	2	3	3	2
8010	St. Joseph School	Private	Vancouver School District	CLARK	Yes	Paper	P-8	50	50	0	0	0	0	0	0	0	0	0	0	0
2041	Firwood Secondary	Public	Clover Park School District	PIERCE	Yes	XLSCSV	6-12	50	10	1	0	1	0	0	0	0	0	1	0	0
5216	Bethel Elementary Learning Academy	Public	Bethel School District	PIERCE	Yes	IIS	K -6	51	46	1	0	1	0	0	1	1	1	1	1	1
8665	Cedar Park Christian School--Bellevue Campus	Private	Bellevue School District	KING	Yes	IIS	P-5	51	40	11	0	11	0	0	10	8	9	9	8	10
1574	Fir Grove Childrens Center	Public	Vancouver School District	CLARK	Yes	XLSCSV	1-12	51	38	2	0	2	0	0	2	2	2	2	2	0
1468	Montessori School of Yakima	Private	Yakima School District	YAKIMA	Yes	IIS	P-5	52	49	1	0	1	0	0	1	1	1	1	1	1
1518	Smokiam Alternative High School	Public	Soap Lake School District	GRANT	Yes	IIS	9-12	52	37	4	0	4	0	0	4	4	4	4	4	4
1653	New Frontiers Jr High	Public	Central Kitsap School District	KITSAP	Yes	IIS	7-9	52	49	2	0	2	0	0	2	2	1	1	1	1
1971	Sage Hills High School	Public	Ephrata School District	GRANT	Yes	IIS	8-12	52	44	4	0	4	0	0	3	3	2	4	3	0
8597	First Place	Private	Seattle Public Schools	KING	Yes	Paper	K-5	52	35	0	0	0	0	0	11	11	11	5	5	8
OICP29	WA State School for the Blind (WSSB)	Public	Vancouver School District	CLARK	Yes	Paper	6-12	52	46	2	0	2	0	0	2	2	1	0	0	0
1400	Gospel Outreach	Private	Olympia School District	THURSTON	Yes	IIS	2-12	53	53	0	0	0	0	0	0	0	0	0	0	0
1472	Quincy Valley School	Private	Quincy School District	GRANT	Yes	IIS	P-8	53	52	1	0	1	0	0	1	1	1	0	1	0
2862	Creston Elementary	Public	Creston School District	LINCOLN	Yes	IIS	K -6	53	47	6	0	6	0	0	1	1	0	1	0	5
8479	Eastside Montessori Education Foundation dba Arbor Schools	Private	Issaquah School District	KING	Yes	IIS	P-9	53	33	3	0	3	0	0	3	3	3	3	3	3
8859	Fairview Christian School	Private	Seattle Public Schools	KING	Yes	IIS		54	50	1	0	1	0	0	0	0	0	0	1	1
800S	MMSC Day School	Private	Seattle Public Schools	KING	Yes	IIS	P-12	54	19	11	2	9	0	0	11	11	11	11	11	11
1473	St. Michael Catholic School	Private	Snohomish School District	SNOHOMISH	Yes	Paper	P-8	54	52	2	0	2	0	0	2	2	2	2	2	2
5246	Lewis River Academy	Public	Woodland School District	COWLITZ	Yes	Paper	K-12	54	36	6	0	6	0	0	6	5	6	6	5	6
800Z	Pope John Paul II High School	Private	North Thurston Public Schools	THURSTON	Yes	IIS	9-12	55	54	1	0	1	0	0	0	1	0	0	0	0
2174	Preston Hall Middle School	Public	Waitsburg School District	WALLA WALLA	Yes	IIS	7-8	56	3	0	3	0	1	1	2	3	2	0	0	0
2292	North River School	Public	North River School District	GRAYS HARBOR	Yes	IIS	PK-12	56	40	4	0	4	0	0	4	4	2	2	2	1
3205	Oakesdale Elementary School	Public	Oakesdale School District	WHITMAN	Yes	IIS	K -6	56	51	5	0	5	0	0	0	0	0	0	3	4
5156	Washington Academy of Arts and Technology	Public	East Valley School District (Spokane)	SPOKANE	Yes	XLSCSV	K -12	56	23	11	0	11	1	0	11	11	11	11	7	9
8071	Gardner School	Private	Battle Ground School District	CLARK	Yes	eFile	P-8	57	53	2	0	2	0	0	2	2	2	2	2	2
3214	Kahlotus Elem and High	Public	Kahlotus School District	FRANKLIN	Yes	IIS	PK-12	57	0	0	0	0	0	0	0	0	0	0	0	0
8997	Three Tree Montessori	Private	Highline School District	KING	Yes	eFile	P-6	58	36	6	0	6	0	0	4	4	4	4	6	4
8256	Harbor School	Private	Vashon Island School District	KING	Yes	IIS	4-8	58	5	0	5	0	5	5	5	5	5	5	0	0
8907	Seabury School	Private	Tacoma School District	PIERCE	Yes	IIS		58	57	1	0	1	0	0	1	1	1	1	1	1
8197	Five Acre School	Private	Sequim School District	CLALLAM	Yes	Paper	P-6	58	27	13	0	13	0	0	4	4	7	4	8	6
1629	East Grays Harbor High School	Public	Elma School District	GRAYS HARBOR	Yes	IIS	9-12	59	52	2	0	2	0	0	2	2	2	2	1	0
